GeneSymbol	GeneName	GFOLD	E_FDR	log2fdc	X1stRPKM	X2ndRPKM	threshold
AT2G34740	NA	0	1	-0.185087	0	0
AT2G34750	NA	0	1	-0.973583	2.13871	1.47073
AT2G34770	FAH1	0	1	-0.00820951	5.50263	7.74
AT2G34780	NA	0	1	-1.18509	0.435516	0.231037
AT2G34790	NA	0	1	-1.77005	0.744621	0.184339
AT2G34810	NA	0	1	-0.600125	4.88387	4.49079
AT2G34820	BHLH53	0	1	1.39988	0	0.604898
AT2G34825	RALFL20	0	1	-0.185087	0	0
AT2G34830	WRKY35	0	1	1.81491	0	0.572726
AT2G34840	NA	0	1	-0.922053	0.882275	0.546043
AT2G34850	NA	0	1	-0.185087	0	0
AT2G34860	EDA3	0	1	0.186882	4.38177	7.11872
AT2G34870	NA	0	1	-1.77005	0.796755	0
AT2G34880	JMJ15	0	1	-1.18509	0.117983	0
AT2G34890	NA	0	1	-1.18509	0.159218	0
AT2G34900	GTE1	0	1	-0.77005	0.890944	0.66169
AT2G34910	NA	0	1	-0.185087	0	0
AT2G34920	NA	0	1	1.39988	0.102452	0.63408
AT2G34925	CLE42	0	1	-0.185087	0	0
AT2G34930	NA	0	1	0.399875	0.463545	0.918047
AT2G34940	VSR5	0	1	0.814913	0	0.167645
AT2G34950	NA	0	1	-0.448122	19.2998	19.1115
AT2G34960	CAT5	0	1	-0.77005	0.268455	0.166148
AT2G34970	NA	0	1	-0.600125	1.68153	1.52637
AT2G34980	NA	0	1	-0.185087	0	0
AT2G34985	NA	0	1	-0.185087	0	0
AT2G34990	ATL38	0	1	0.814913	0	0.301933
AT2G35000	ATL9	0	1	-0.185087	0	0
AT2G35010	NA	0	1	-0.426095	2.89496	2.98617
AT2G35020	GLCNAC1PUT2	0	1	0.0213636	1.686	2.43477
AT2G35030	PCMP-E15	0	1	1.39988	0	0.293779
AT2G35035	URED	0	1	-1.18509	0.252552	0
AT2G35040	NA	0	1	-0.269976	4.68709	5.46043
AT2G35050	NA	0	1	-0.489942	2.5967	2.58705
AT2G35060	POT11	0	1	0.492985	0.331461	0.717999
AT2G35070	NA	0	1	1.39988	0	0.654746
AT2G35075	NA	0	1	0.814913	0	0.191012
AT2G35080	NA	0	1	0.984838	1.11577	3.68295
AT2G35090	NA	0	1	-0.185087	0	0
AT2G35100	ARAD1	0	1	0.22995	0.748916	1.29782
AT2G35110	NAP1	0	1	-0.27255	0.959317	1.11323
AT2G35120	GDH2	0	1	-0.507015	6.18825	6.04726
AT2G35130	NA	0	1	0.22995	0.267075	0.495881
AT2G35140	NA	0	1	1.62227	0.0881866	0.654948
AT2G35150	EXL7	0	1	-0.77005	0.490363	0.303488
AT2G35155	NA	0	1	0.984838	0.341398	1.12689
AT2G35160	SUVH5	0	1	0.399875	0.0855455	0.211778
AT2G35170	NA	0	1	0.399875	0.146555	0.362815
AT2G35190	NPSN11	0	1	0.136841	0.504956	0.833384
AT2G35200	NA	0	1	0.814913	0	0.431701
AT2G35210	AGD10	0	1	-0.185087	0.18584	0.230035
AT2G35215	NA	0	1	0.814913	0	0.397262
AT2G35220	NA	0	1	-0.185087	0	0
AT2G35230	IKU1	0	1	0.399875	0.393981	0.812789
AT2G35240	MORF6	0	1	-0.992442	3.71699	2.47742
AT2G35250	NA	0	1	-1.18509	0.27518	0
AT2G35260	NA	1.81722	1	2.12396	20.3809	125.762
AT2G35270	AHL21	0	1	-0.185087	0	0
AT2G35280	NA	0	1	-0.185087	0	0
AT2G35290	NA	0	1	-0.185087	0	0
AT2G35300	NA	0	1	-0.185087	0	0
AT2G35310	NA	0	1	-0.185087	0	0
AT2G35320	NA	0	1	-0.507015	0.880236	0.817172
AT2G35330	NA	0	1	0.22995	1.10014	1.85695
AT2G35340	MEE29	0	1	-0.992442	0.496903	0.307535
AT2G35343	NA	0	1	-0.185087	0	0
AT2G35345	NA	0	1	-0.185087	0.611641	0.757094
AT2G35350	PLL1	0	1	0.814913	0	0.124494
AT2G35360	NA	0	1	-1.18509	0.178858	0
AT2G35370	GDH1	0	1	-0.0956882	65.9627	86.8926
AT2G35380	PER20	0	1	-0.185087	0	0
AT2G35382	NA	0	1	0.814913	26.3086	69.7822
AT2G35384	NA	0	1	0.814913	0	4.47548
AT2G35387	NA	0	1	-1.18509	3.61565	0
AT2G35390	PRS1	0	1	-0.822517	1.66814	1.27067
AT2G35410	NA	0	1	0.345427	4.14319	7.54187
AT2G35420	ATL28	0	1	-0.185087	0	0
AT2G35430	NA	0	1	-0.185087	0.238627	0.295374
AT2G35450	NA	0	1	0.345427	1.25211	2.3248
AT2G35460	NA	0	1	0.814913	0	0.493114
AT2G35470	NA	0	1	-0.600125	0.729906	0.602322
AT2G35480	NA	0	1	-1.50702	0.853921	0.264247
AT2G35490	PAP3	0	1	-0.367291	11.5128	12.5307
AT2G35500	SKL2	0	1	-0.433015	2.54025	2.62028
AT2G35510	SRO1	0	1	0.255485	1.29518	2.21979
AT2G35520	DAD2	0	1	0.551878	0.780428	1.93204
AT2G35530	BZIP16	0	1	-0.77005	0.762511	0.566305
AT2G35540	NA	0	1	-1.77005	0.27678	0
AT2G35550	BPC7	0	1	0.814913	0	0.256391
AT2G35555	NA	0	1	-0.185087	0	0
AT2G35580	NA	0	1	-0.185087	0	0
AT2G35585	NA	0	1	-0.185087	0	0
AT2G35600	BRXL1	0	1	-1.18509	0.134039	0
AT2G35605	NA	0	1	-1.77005	2.04318	0.505813
AT2G35610	XEG113	0	1	-1.09198	1.61572	0.999976
AT2G35612	NA	0	1	-1.18509	0.395071	0
AT2G35615	NA	0	1	-0.185087	0	0
AT2G35620	FEI2	0	1	-0.77005	0.840416	0.650171
AT2G35630	MOR1	0	1	-0.221613	1.60101	1.93093
AT2G35635	RUB2	0	1	-0.49321	6.07737	6.01809
AT2G35637	NA	0	1	-0.185087	0	0
AT2G35640	NA	0	1	-0.185087	0	0
AT2G35650	CSLA7	0	1	0.814913	0.654829	1.78322
AT2G35658	NA	0	1	-0.185087	0	0
AT2G35660	NA	0	1	-0.185087	0.907936	1.12385
AT2G35670	FIS2	0	1	-0.185087	0	0
AT2G35680	DSP8	0	1	-0.0382459	4.19141	5.76461
AT2G35690	ACX1.2	0	1	-1.50702	1.06581	0.439755
AT2G35700	ERF038	0	1	-0.922053	1.17667	0.728245
AT2G35710	PGSIP8	0	1	-1.18509	0.0816571	0
AT2G35720	ATJ13	0	1	-0.962695	1.50407	1.0155
AT2G35730	NA	0	1	-0.185087	0	0
AT2G35733	NA	0	1	-0.185087	0	0
AT2G35736	NA	0	1	-0.185087	0	0
AT2G35738	NA	0	1	-0.529042	2.98412	2.88576
AT2G35740	INT3	0	1	-0.484648	4.52927	4.52127
AT2G35742	NA	0	1	-0.185087	0	0
AT2G35744	NA	0	1	-2.77005	18.0783	0
AT2G35747	NA	-2.34765	1	-2.60435	3663.29	844.132
AT2G35750	NA	-2.15236	1	-2.38265	621.809	167.263
AT2G35760	NA	0	1	-0.600125	1.6203	1.43259
AT2G35765	NA	0	1	-0.185087	0	0
AT2G35770	SCPL28	0	1	-0.185087	0	0
AT2G35780	SCPL26	0	1	0.5698	2.50999	5.38526
AT2G35790	NA	-0.0151609	1	-0.0330842	2.45709	3.42158
AT2G35795	TIM14-1	0	1	-2.50702	1.57375	0
AT2G35800	NA	0	1	0.689382	0.983412	2.32389
AT2G35810	NA	0	1	-1.12369	5.98476	3.70399
AT2G35820	NA	0	1	0.30034	0.914769	1.69846
AT2G35830	NA	0	1	-0.0781721	9.05059	12.0991
AT2G35840	SPP2	0	1	-0.313411	4.59255	5.19037
AT2G35850	NA	0	1	-0.185087	0	0
AT2G35859	NA	0	1	0.740912	1.45733	3.60779
AT2G35860	FLA16	0	1	0.59252	2.12673	4.65747
AT2G35880	WDL4	0	1	-0.27255	1.86996	2.16999
AT2G35890	CPK25	0	1	0.814913	0	0.150645
AT2G35900	NA	0	1	-0.185087	0.920221	1.13906
AT2G35910	ATL70	0	1	0.177483	1.36668	2.25559
AT2G35920	NA	0	1	-0.185087	0.469154	0.580722
AT2G35930	PUB23	2.14964	1	3.09175	2.01034	25.921
AT2G35935	NA	0	1	-1.18509	0.612954	0
AT2G35940	BLH1	0	1	-0.438844	5.58456	5.7794
AT2G35945	NA	0	1	0.0290375	5.50183	7.94524
AT2G35950	NA	0	1	-1.18509	0.273861	0
AT2G35960	NHL12	0.245226	1	1.4394	2.73932	11.097
AT2G35965	NA	0	1	-0.185087	0	0
AT2G35970	NA	0	1	1.81491	0	1.38291
AT2G35980	YLS9	0	1	-0.185087	0.272554	0.337369
AT2G35990	LOG2	0	1	-0.185087	0	0
AT2G36000	NA	0	1	-0.185087	0.44239	0.547594
AT2G36010	E2FA	0	1	0.814913	0	0.167328
AT2G36020	HVA22J	0	1	-0.185087	0	0
AT2G36026	NA	0	1	-1.18509	0.517457	0
AT2G36030	NA	0	1	-0.185087	0	0
AT2G36050	OFP15	0	1	-1.18509	2.56974	1.46808
AT2G36060	UEV1C	0	1	0.585431	4.46743	9.67719
AT2G36070	TIM44-2	0	1	-0.310618	1.52376	1.71466
AT2G36080	ARF31	0	1	0.814913	0.084608	0.314185
AT2G36090	NA	0	1	0.814913	0	0.327677
AT2G36100	CASP1	0	1	-0.185087	0	0
AT2G36110	NA	0	1	-0.185087	0	0
AT2G36120	DOT1	1.03844	1	1.4044	22.6524	84.9192
AT2G36130	CYP18-2	0	1	0.466989	1.95641	4.03611
AT2G36140	NA	0	1	-1.77005	30.8796	9.55576
AT2G36145	NA	0	1	0.515352	5.78993	11.9447
AT2G36150	NA	0	1	0.814913	7.14091	22.0977
AT2G36160	RPS14A	0	1	-0.465195	10.9605	11.1002
AT2G36170	RPL40B	0	1	-0.661525	11.455	10.0626
AT2G36180	CML31	0	1	-0.185087	0	0
AT2G36190	CWINV4	0	1	-1.18509	0.118817	0
AT2G36200	KIN5C	0	1	1.62227	0.396717	1.96424
AT2G36210	NA	0	1	-0.185087	0	0
AT2G36220	NA	0	1	1.39988	0.23432	1.45022
AT2G36230	HISN3	0	1	0.30034	0.995249	1.84789
AT2G36240	NA	0	1	0.0779471	0.662346	1.02482
AT2G36250	FTSZ2-1	0	1	0.220169	4.28455	7.07126
AT2G36255	NA	0	1	-0.185087	0	0
AT2G36260	NA	0	1	-0.185087	0	0
AT2G36270	ABI5	0	1	-0.77005	0.270874	0.167645
AT2G36280	NA	0	1	-0.185087	0	0
AT2G36290	NA	0	1	-0.885527	1.5566	1.12395
AT2G36295	NA	0	1	-0.185087	0	0
AT2G36300	NA	0	1	0.814913	0.416683	1.28943
AT2G36305	FACE2	0	1	0.22995	0.406311	0.754402
AT2G36307	NA	0	1	0.814913	0	0.500797
AT2G36310	URH1	0	1	-0.185087	1.54482	1.91219
AT2G36320	SAP4	0	1	0.312412	2.5762	4.58396
AT2G36325	NA	0	1	0.814913	0	0.296862
AT2G36330	NA	0	1	0.399875	1.05635	2.09209
AT2G36340	GPL3	0	1	0.551878	0.281277	0.696333
AT2G36350	NA	0	1	0.0779471	0.334665	0.517813
AT2G36355	NA	0	1	-0.185087	0.536911	0.664592
AT2G36360	NA	0	1	0.177483	0.740951	1.22287
AT2G36370	FBL11	0	1	-0.185087	0.190234	0.235473
AT2G36380	ABCG34	0	1	-0.465195	0.970727	0.976279
AT2G36390	SBE2.1	-0.0314511	1	-0.600125	8.05615	7.44742
AT2G36400	GRF3	0	1	0.22995	0.299566	0.556208
AT2G36410	NA	0	1	0.537379	3.1083	6.47996
AT2G36420	NA	0	1	-1.18509	1.10224	0.584724
AT2G36430	NA	0	1	0.952416	0.638651	1.97632
AT2G36440	NA	0	1	-0.185087	0	0
AT2G36450	ERF024	0	1	-1.18509	0.51466	0
AT2G36460	FAB6	0	1	-0.0901389	20.1951	26.7098
AT2G36470	NA	0	1	-0.185087	0.582932	0.721557
AT2G36480	NA	0	1	-0.547657	0.669526	0.621558
AT2G36490	ROS1	0	1	0.721803	0.887621	2.12416
AT2G36500	CBSCBSPB2	0	1	1.98484	0.141195	1.39817
AT2G36510	NA	0	1	1.39988	3.4414	21.299
AT2G36520	NA	0	1	-0.507015	13.7656	12.7794
AT2G36530	ENO2	-0.11018	1	-0.434564	29.9583	31.1685
AT2G36540	NA	0	1	-0.185087	0	0
AT2G36550	NA	0	1	-0.600125	1.19015	0.98212
AT2G36560	NA	0	1	0.814913	0	0.198631
AT2G36570	PXC1	0	1	0.35744	4.96663	9.01668
AT2G36580	NA	0	1	-0.185087	4.66634	5.77603
AT2G36590	PROT3	0	1	1.13684	0.143104	0.708543
AT2G36600	NA	0	1	-2.18509	11.7385	0
AT2G36610	ATHB-22	0	1	-0.185087	0	0
AT2G36620	RPL24A	0	1	-0.388621	10.9067	11.676
AT2G36630	NA	0	1	-0.922053	0.590158	0.365251
AT2G36640	NA	0	1	0.814913	0	0.207612
AT2G36650	NA	0	1	0.814913	0	0.263068
AT2G36660	PAB7	0	1	-1.18509	0.143897	0
AT2G36670	NA	0	1	-1.18509	0.63958	0.316671
AT2G36680	VPS37-2	0	1	-1.40748	1.2828	0.529286
AT2G36690	NA	0	1	-0.185087	0	0
AT2G36695	NA	0	1	-0.185087	0	0
AT2G36700	PME14	0	1	-0.185087	0	0
AT2G36710	PME15	0	1	-0.185087	0	0
AT2G36720	NA	0	1	-0.185087	0.625367	0.774084
AT2G36724	NA	0	1	-0.185087	0	0
AT2G36730	PCMP-E44	0	1	-0.185087	0	0
AT2G36740	SWC2	0	1	-0.670514	0.902485	0.744735
AT2G36750	UGT73C1	0	1	-1.18509	0.169116	0
AT2G36760	UGT73C2	0	1	-2.50702	0.70181	0
AT2G36770	UGT73C4	0	1	1.39988	0	0.399732
AT2G36780	UGT73C3	0	1	0.399875	0.140846	0.348681
AT2G36790	UGT73C6	0	1	-0.77005	0.337233	0.208715
AT2G36792	NA	0	1	-0.77005	0.28225	0.174685
AT2G36800	UGT73C5	0	1	-0.670514	0.875291	0.722294
AT2G36810	SGR6	0	1	-0.426095	0.592095	0.61075
AT2G36815	NA	0	1	-0.185087	0	0
AT2G36830	TIP1-1	0	1	-0.192467	45.0276	55.4497
AT2G36835	NA	0	1	-0.064793	7.31549	9.87836
AT2G36840	ACR10	0	1	-1.77005	0.314578	0
AT2G36850	CALS10	0	1	-0.746966	1.36516	1.12654
AT2G36854	NA	0	1	-0.185087	0	0
AT2G36860	NA	0	1	-0.185087	0	0
AT2G36870	XTH32	0	1	-0.973583	2.68343	1.84532
AT2G36880	METK3	-0.415282	1	-0.810922	27.6473	22.1097
AT2G36885	NA	0	1	-1.40748	1.63689	0.675383
AT2G36890	RAX2	0	1	-0.185087	0	0
AT2G36895	NA	0	1	-1.67051	2.35913	0.898508
AT2G36900	MEMB11	0.592202	1	2.18415	0.759268	5.63896
AT2G36910	ABCB1	0	1	-0.507015	2.64701	2.6063
AT2G36920	NA	0	1	-0.185087	0	0
AT2G36930	NA	-0.152414	1	-2.18509	3.57046	0.803552
AT2G36950	NA	0	1	1.03731	0.335648	1.2464
AT2G36960	TKI1	0	1	-0.77005	0.47197	0.350525
AT2G36970	UGT86A1	0	1	-0.185087	1.16722	1.4448
AT2G36980	PCMP-E73	0	1	0.814913	0	0.144194
AT2G36985	NA	0	1	-0.185087	0	0
AT2G36990	SIGF	0	1	0.158867	3.4936	5.53523
AT2G37000	TCP11	0	1	-0.185087	0	0
AT2G37010	WBC30	0	1	-1.18509	0.0769495	0
AT2G37020	NA	0	1	-0.448122	1.02599	1.01599
AT2G37025	NA	0	1	0.814913	0	0.145739
AT2G37030	NA	0	1	-0.185087	0	0
AT2G37035	NA	0	1	0.136841	0.472387	0.779632
AT2G37040	PAL1	0.267218	1	0.906835	3.60578	9.6503
AT2G37050	NA	0	1	0.458769	1.21859	2.4134
AT2G37060	NFYB8	0	1	-0.77005	0.588335	0.364123
AT2G37070	NA	0	1	0.814913	0	0.188366
AT2G37080	ICR2	0	1	0.0779471	1.39481	2.09647
AT2G37090	IRX9	0	1	0.551878	0.386256	0.956222
AT2G37100	NA	0	1	-0.185087	0	0
AT2G37110	NA	0	1	-0.0919779	7.06177	9.34395
AT2G37120	S1FA2	0	1	-0.185087	0.430824	0.533278
AT2G37125	NA	0	1	-0.185087	0	0
AT2G37130	PER21	0	1	-0.000662699	7.60518	10.7273
AT2G37140	NA	0	1	-0.185087	0	0
AT2G37150	NA	0	1	0.814913	0.0589427	0.218879
AT2G37160	NA	0	1	-0.992442	0.592607	0.366767
AT2G37170	PIP2-2	0.292089	1	1.32949	2.7608	10.252
AT2G37180	PIP2-3	0	1	0.442944	2.34128	4.63689
AT2G37190	RPL12A	0	1	-0.185087	15.9188	19.7044
AT2G37195	NA	0	1	2.13684	0	1.51907
AT2G37200	NA	0	1	-1.18509	0.912577	0.376531
AT2G37210	LOG3	0	1	0.814913	0	0.284443
AT2G37220	CP29B	0	1	-0.27255	48.7578	56.7887
AT2G37230	NA	0	1	0.42789	1.59129	3.07767
AT2G37240	NA	0	1	0.0779471	0.905346	1.4008
AT2G37250	ADK	0	1	0.136841	3.72218	5.80925
AT2G37260	WRKY44	0	1	1.81491	0	0.546465
AT2G37270	RPS5A	-0.158985	1	-0.953762	10.2094	7.30154
AT2G37280	ABCG33	0	1	-1.18509	0.0576927	0
AT2G37290	NA	0	1	-0.185087	0	0
AT2G37300	NA	0	1	-0.600125	0.440344	0.363374
AT2G37310	PCMP-E49	0	1	-0.185087	0	0
AT2G37320	PCMP-E50	0	1	-0.185087	0	0
AT2G37330	ALS3	0	1	0.814913	0	0.394602
AT2G37340	RS2Z33	0	1	0.431584	2.3209	4.51444
AT2G37360	ABCG2	0	1	-1.18509	0.113754	0
AT2G37362	NA	0	1	-1.18509	0.113213	0
AT2G37370	NA	0	1	1.39988	0	0.264445
AT2G37380	MAKR3	0	1	0.814913	0.418822	1.29605
AT2G37390	NAKR2	0	1	-0.77005	0.361565	0.223774
AT2G37400	NA	0	1	-0.33709	1.74879	1.92415
AT2G37410	TIM17-2	0	1	-0.456389	7.62894	7.77672
AT2G37420	KIN5B	1.80061	1	3.67289	0.0781281	2.70781
AT2G37430	ZAT11	0	1	-0.185087	0	0
AT2G37435	NA	0	1	-0.185087	0	0
AT2G37440	IP5P8	0	1	-0.77005	0.223241	0.138165
AT2G37450	NA	0	1	-1.18509	0.616127	0.305059
AT2G37460	NA	0	1	-1.18509	0.525067	0.216644
AT2G37470	NA	0	1	-0.26309	5.13119	5.99857
AT2G37480	NA	0	1	-0.185087	2.94471	3.64498
AT2G37500	NA	0	1	0.201936	2.04391	3.37329
AT2G37510	NA	0	1	0.814913	0.387041	1.43725
AT2G37520	NA	0	1	-0.377732	0.592783	0.628929
AT2G37530	NA	0	1	0.984838	1.13049	3.73154
AT2G37540	NA	0	1	1.17748	1.23831	4.3429
AT2G37550	AGD7	0	1	0.312412	4.95845	8.74143
AT2G37555	NA	0	1	0.551878	2.72405	5.78032
AT2G37560	ORC2	0	1	-0.77005	0.368326	0.227958
AT2G37570	NA	0	1	-0.922053	0.529692	0.327828
AT2G37580	ATL33	0	1	-0.185087	0	0
AT2G37585	GLCAT14C	0	1	0.399875	0.19339	0.478758
AT2G37590	DOF2.4	0	1	0.814913	0	0.234614
AT2G37600	RPL36A	0	1	-0.284623	4.6445	5.33835
AT2G37610	NA	0	1	0.814913	0	0.698741
AT2G37620	ACT3	-0.0919765	1	-0.0976244	2.12844	2.81024
AT2G37630	AS1	-0.0151609	1	-0.0330842	1.19015	1.65733
AT2G37640	EXPA3	0	1	0.580447	1.4418	3.17275
AT2G37650	SCL9	0	1	-1.77005	0.549301	0.135986
AT2G37660	NA	0.194866	1	0.597008	22.7993	48.7214
AT2G37670	NA	0.465723	1	3.51535	0	1.34862
AT2G37678	FHY1	0	1	1.39988	0	0.670262
AT2G37680	NA	0	1	-1.18509	1.34354	0.665217
AT2G37690	NA	0	1	0.452343	0.928145	1.8669
AT2G37700	NA	0	1	-0.185087	0.123867	0.153323
AT2G37710	LECRK41	-0.512333	1	-0.946928	17.3079	12.5779
AT2G37720	TBL15	0	1	0.814913	0	0.229437
AT2G37730	NA	0	1	-0.185087	0	0
AT2G37740	NA	0	1	-0.185087	0	0
AT2G37750	NA	0	1	-1.18509	0.395071	0
AT2G37760	AKR4C8	0	1	0.162836	1.71553	2.76055
AT2G37770	AKR4C9	0	1	0.136841	0.577043	0.952358
AT2G37780	NA	0	1	-0.185087	0	0
AT2G37790	AKR4C10	0	1	-0.670514	2.89196	2.47825
AT2G37800	NA	0	1	1.39988	0	0.870845
AT2G37805	NA	0	1	-0.185087	0	0
AT2G37810	NA	0	1	-0.185087	0	0
AT2G37820	NA	0	1	-0.185087	0	0
AT2G37840	ATG1C	0	1	0.399875	0.23936	0.493803
AT2G37860	RE	0	1	0.0264168	2.55794	3.69394
AT2G37870	NA	0	1	-0.185087	0.444225	0.549865
AT2G37880	NA	0	1	0.814913	0	0.340292
AT2G37890	NA	0	1	-0.185087	0	0
AT2G37900	NPF5.6	0	1	-0.600125	0.353365	0.291598
AT2G37910	NA	0	1	-0.185087	0	0
AT2G37920	NA	0	1	-0.355012	2.96448	3.23776
AT2G37925	COPT4	0	1	-0.185087	0	0
AT2G37930	NA	0	1	-0.77005	0.224557	0.138979
AT2G37940	IPCS2	0	1	-0.300564	1.66229	1.88613
AT2G37950	NA	0	1	0.814913	0	0.291478
AT2G37960	NA	1.42892	1	4.33847	0	4.01984
AT2G37970	NA	0	1	0.345427	2.73336	5.07507
AT2G37975	NA	0	1	-0.813118	5.81448	4.49826
AT2G37980	NA	0	1	-1.77005	0.217049	0
AT2G37990	NA	0	1	0.48629	6.06249	12.1222
AT2G38000	NA	0	1	0.622268	0.547546	1.35551
AT2G38010	NA	0	1	-0.0819938	2.70056	3.59991
AT2G38020	VCL1	0	1	0.049378	1.53465	2.25577
AT2G38025	NA	0	1	-0.507015	0.958512	0.88984
AT2G38030	NA	0	1	-0.474594	39.1283	38.7466
AT2G38040	CAC3	0	1	-0.392529	10.457	11.1946
AT2G38050	DET2	0	1	1.03731	0.518867	1.92677
AT2G38060	ANTR3	0	1	-0.185087	0.134544	0.166539
AT2G38070	NA	0	1	0.814913	0	0.158762
AT2G38080	IRX12	0	1	0.186882	2.043	3.3191
AT2G38090	NA	0	1	-0.448122	0.746567	0.739285
AT2G38100	NPF5.5	0	1	-0.185087	0	0
AT2G38110	GPAT6	0	1	-0.484648	1.93521	1.91633
AT2G38120	AUX1	0	1	0.260324	4.62	7.83209
AT2G38130	MAK3	0	1	-0.448122	1.31751	1.30466
AT2G38140	RPS31	0	1	0.296446	24.3493	42.3116
AT2G38150	NA	0	1	-0.185087	0	0
AT2G38152	NA	0	1	-0.185087	0	0
AT2G38160	NA	0	1	-2.50702	0.622641	0
AT2G38170	CAX1	0	1	-0.172031	23.0828	28.833
AT2G38180	NA	0	1	0.814913	0.192998	0.716682
AT2G38185	NA	0	1	1.39988	0	0.330124
AT2G38195	NA	0	1	-0.185087	0	0
AT2G38210	PDX1L4	0	1	-0.837164	2.93261	2.17801
AT2G38220	NA	0	1	-0.185087	0	0
AT2G38230	PDX11	0.259101	1	0.76837	13.8032	33.3446
AT2G38240	NA	0	1	-1.18509	0.181357	0
AT2G38250	GT-3B	0	1	-0.185087	0	0
AT2G38255	NA	0	1	-0.185087	0	0
AT2G38270	GRXS16	0	1	-0.241671	6.16127	7.32141
AT2G38280	AMPD	0	1	-0.692047	2.39412	2.05162
AT2G38290	AMT2	0	1	0.747799	1.44334	3.57315
AT2G38300	NA	0	1	-1.18509	0.180099	0
AT2G38310	PYL4	0	1	-0.77005	0.992483	0.737102
AT2G38320	TBL34	0	1	0.551878	0.363405	0.899651
AT2G38325	p_MI0001000	0	1	-0.185087	0	0
AT2G38330	DTX44	0	1	-0.185087	1.30353	1.61352
AT2G38340	DREB2E	0	1	-0.185087	0	0
AT2G38350	NA	0	1	-0.185087	0	0
AT2G38360	PRA1B4	0	1	0.551878	1.11664	2.48793
AT2G38365	NA	0	1	-0.185087	0	0
AT2G38370	NA	0	1	0.399875	0.360349	0.743404
AT2G38380	PER22	0	1	-0.185087	0.68375	0.846351
AT2G38390	PER23	0	1	1.39988	0	0.509824
AT2G38400	AGT3	0	1	0.177483	0.837235	1.38178
AT2G38410	NA	0	1	-0.448122	1.1897	1.20487
AT2G38420	NA	0	1	1.39988	0	0.428042
AT2G38430	NA	0	1	-0.185087	0.164159	0.203197
AT2G38440	SCAR2	0	1	-0.670514	0.760138	0.651396
AT2G38450	NA	0	1	1.39988	0.291466	1.80389
AT2G38460	IREG1	0	1	0.814913	0.119264	0.442876
AT2G38465	NA	0	1	0.22995	1.01469	1.88399
AT2G38470	WRKY33	0	1	-0.563599	1.69016	1.56907
AT2G38480	NA	0	1	-1.18509	0.284782	0
AT2G38490	CIPK22	0	1	0.814913	0	0.272811
AT2G38500	NA	0	1	-0.185087	0	0
AT2G38510	DTX53	0	1	-1.18509	0.184163	0
AT2G38530	LTP2	0	1	-0.837164	2.56637	1.906
AT2G38540	LTP1	-0.573736	1	-0.947223	72.4391	52.6945
AT2G38550	FAX3	0	1	0.27886	4.8296	8.32667
AT2G38560	TFIIS	0	1	-0.863159	2.41792	1.79575
AT2G38570	NA	0	1	0.814913	0	0.25695
AT2G38580	NA	0	1	-0.185087	0.447472	0.553885
AT2G38590	NA	0	1	-0.185087	0	0
AT2G38600	NA	0	1	-1.18509	0.216391	0
AT2G38610	NA	0	1	-1.35501	1.42551	0.66169
AT2G38620	CDKB1-2	0	1	-2.50702	0.745787	0
AT2G38630	NA	0	1	0.136841	0.362023	0.597487
AT2G38640	NA	0	1	0.492985	1.16467	2.52288
AT2G38646	NA	0	1	-0.185087	0	0
AT2G38650	GAUT7	0	1	-1.54766	1.8038	0.788031
AT2G38660	FOLD1	0	1	1.39988	0.123119	0.761989
AT2G38670	PECT1	0	1	-0.448122	3.70957	3.79317
AT2G38680	NA	0	1	-0.77005	0.439441	0.271972
AT2G38690	NA	0	1	0.814913	0	0.378142
AT2G38695	NA	0	1	-0.185087	0.519339	0.642842
AT2G38700	MVD1	0	1	0.338475	2.20512	4.00329
AT2G38710	NA	0	1	-1.03308	1.61834	1.00159
AT2G38720	MAP65-5	0	1	0.814913	0	0.213892
AT2G38730	CYP22	0	1	-1.50702	1.15642	0.357857
AT2G38740	SGPP	-0.188103	1	-2.09198	3.23537	0.858163
AT2G38750	ANN4	0	1	-0.377732	1.12014	1.18845
AT2G38760	ANN3	0	1	0.551878	0.44388	1.09888
AT2G38770	NA	0	1	-0.310618	1.32774	1.50057
AT2G38780	NA	0	1	-0.0151623	0.542005	0.76674
AT2G38790	NA	0	1	-1.40748	1.59277	0.65718
AT2G38800	NA	0	1	-0.600125	2.33423	2.12898
AT2G38810	NA	0	1	-2.50702	1.29247	0
AT2G38820	NA	0	1	-0.185087	0	0
AT2G38823	NA	0	1	-1.77005	0.498058	0
AT2G38830	NA	0	1	-0.185087	0	0
AT2G38840	NA	-0.535666	1	-2.64452	1.07463	0.133018
AT2G38860	DJ1E	0	1	-0.922053	3.89443	2.82584
AT2G38870	NA	0	1	0.551878	1.95107	4.34709
AT2G38880	NFYB1	0.146523	1	1.98484	0.533236	3.74024
AT2G38890	NA	0	1	-1.18509	0.226157	0
AT2G38900	NA	0	1	-0.185087	0	0
AT2G38905	NA	0	1	0.814913	0	0.927987
AT2G38910	CPK20	0	1	-0.185087	0	0
AT2G38920	RF178	0	1	-0.185087	0	0
AT2G38940	PHT1-4	0	1	-0.600125	0.428669	0.35374
AT2G38950	JMJ19	0	1	0.0779471	2.10108	3.14826
AT2G38960	AERO2	0	1	0.59252	0.819225	1.85908
AT2G38970	NA	0	1	0.0373052	0.56272	0.835846
